ticker,ten,kij,sen,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,maximaze,interval,
CHMF,9,26,52,2010-12-27 07:00:00+00:00,2022-12-11 07:00:00+00:00,4367 days 00:00:00,25.930680359435172,32079.796500000008,34316.00850000001,220.7979650000001,58.89532928445668,9.885509204826825,15.140005178855182,0.6529396184509312,1.0855273924181583,0.4514183300525654,-21.898776692731346,-4.497261626789361,1463 days 00:00:00,106 days 00:00:00,32,50.0,49.43312704574101,-8.561688821394132,3.767851178140136,136 days 00:00:00,35 days 00:00:00,4.0602437116762085,4.494176808883829,1.8838086488013221,Return [%],CANDLE_INTERVAL_DAY,
CHMF,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,25.92236124478665,32079.796500000008,34316.00850000001,220.7979650000001,63.59692368369158,9.882185938929112,15.13710157750428,0.6528453210365806,1.0853366341194592,0.45126657427440736,-21.898776692731346,-4.497261626789361,1463 days 00:00:00,106 days 00:00:00,32,50.0,49.43312704574101,-8.561688821394132,3.767851178140136,136 days 00:00:00,35 days 00:00:00,4.0602437116762085,4.494176808883829,1.8838086488013221,Return [%],CANDLE_INTERVAL_DAY,
CHMF,6,16,69,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,22.874558870709016,63597.093299999986,65735.49329999999,535.9709329999998,63.59692368369158,16.132952430861614,15.630508044247271,1.032145109115584,1.9192102740495214,1.0163688096633272,-15.87312821632697,-3.445606454229981,830 days 00:00:00,66 days 00:00:00,42,50.0,40.11943151192465,-4.166155771706004,4.547615707441355,130 days 00:00:00,23 days 00:00:00,7.078863302795937,5.069728762045692,2.362789064877317,Return [%],CANDLE_INTERVAL_DAY,
ROSN,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,17.099775425088225,10401.63078,12005.002980000001,4.0163077999999945,53.120728929384974,0.31886249113797227,9.321947465111673,0.03420556620076945,0.050687973562002456,0.011954392800956523,-26.67324860803124,-6.172999429786972,2728 days 00:00:00,337 days 00:00:00,29,51.724137931034484,10.794046231442135,-10.674488879642086,0.13835182897787845,79 days 00:00:00,25 days 00:00:00,1.1540966683103309,0.25881676721566843,0.14979893768241978,Return [%],CANDLE_INTERVAL_DAY,
ROSN,4,34,67,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,25.280718639717676,21670.064999999984,24468.032499999987,116.70064999999985,53.120728929384974,6.4518663538362775,13.303208224595094,0.48498574516093096,0.8313858838575056,0.3866888729213946,-16.684903046454615,-4.88227079460356,729 days 00:00:00,101 days 00:00:00,38,44.73684210526316,22.374299021005605,-4.206313879953971,2.061020626289234,130 days 00:00:00,29 days 00:00:00,3.407448644427309,2.2433421770580346,1.9925563110171336,Return [%],CANDLE_INTERVAL_DAY,
AFLT,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,13.425627817128138,32284.88774,35088.445739999996,222.84887739999996,-68.44790205330953,9.975713039000599,13.360583830908773,0.7466524790572765,1.4162626614036544,0.6452941068654541,-15.459172697947121,-4.654957416765926,2132 days 00:00:00,124 days 00:00:00,22,54.54545454545454,49.26712232101453,-5.298891268557782,5.483672056060462,133 days 00:00:00,26 days 00:00:00,6.7775320946887145,6.423974814403582,1.7246009491681922,Return [%],CANDLE_INTERVAL_DAY,
AFLT,4,30,69,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,16.58081133290406,65295.246620000005,68480.89718000001,552.9524662000001,-68.44790205330953,16.44317075242576,15.492468157308831,1.061365470334591,2.2539622362644263,1.3274864616349085,-12.386695629403743,-3.706353088531309,1980 days 00:00:00,81 days 00:00:00,20,65.0,62.407353662824924,-6.121439494483982,9.84398086730418,138 days 00:00:00,35 days 00:00:00,14.992790920251515,11.319690393442464,2.3367796840769155,Return [%],CANDLE_INTERVAL_DAY,
OZON,9,26,52,2020-11-24 07:00:00+00:00,2022-12-13 07:00:00+00:00,749 days 00:00:00,8.379888268156424,9591.354000000001,10521.04,-4.086459999999988,-49.237588652482266,-1.938908635156933,9.349018520491711,0.0,0.0,0.0,-12.486275121090685,-6.322228145312203,596 days 00:00:00,202 days 00:00:00,2,50.0,3.3531642217183855,-7.253004539444308,-2.093435087805362,27 days 00:00:00,25 days 00:00:00,0.4623138181539439,-1.949920158862961,-0.42160008418672024,Return [%],CANDLE_INTERVAL_DAY,
OZON,13,24,79,2020-11-24 07:00:00+00:00,2022-12-13 07:00:00+00:00,749 days 00:00:00,6.70391061452514,12502.764,12850.764,25.02763999999999,-49.237588652482266,11.050977193473365,10.47662249442725,1.0548225059509042,2.553576121199824,2.431738011690215,-4.544476888689264,-1.9763992478835164,63 days 00:00:00,19 days 00:00:00,2,100.0,17.764471057884236,7.499702196770941,12.515090401611495,22 days 00:00:00,17 days 00:00:00,nan,12.632086627327588,2.3672708837005163,Return [%],CANDLE_INTERVAL_DAY,
YNDX,9,26,52,2014-06-04 07:00:00+00:00,2022-12-13 07:00:00+00:00,3114 days 00:00:00,22.518050541516246,10434.748799999998,15659.726,4.347487999999975,63.863247863247864,0.48511723184405664,14.417030428856364,0.0336489011546422,0.04954386682597379,0.014495012358680743,-33.467872937240415,-8.08916592160779,1103 days 00:00:00,170 days 00:00:00,34,26.47058823529412,54.74044873191757,-12.09248170326016,-0.05902859679324246,97 days 00:00:00,20 days 00:00:00,1.1688510263428202,0.4831619385091011,0.06901499284436317,Return [%],CANDLE_INTERVAL_DAY,
YNDX,11,28,63,2014-06-04 07:00:00+00:00,2022-12-13 07:00:00+00:00,3114 days 00:00:00,20.98375451263538,22560.962000000003,28331.694400000004,125.60962000000002,63.863247863247864,9.69409932076617,15.299005855908637,0.6336424348136456,1.1679448937209844,0.4173551555434691,-23.22745793841402,-4.530124019307117,1064 days 00:00:00,99 days 00:00:00,25,56.00000000000001,66.57255825457857,-12.09248170326016,3.4934926401924304,99 days 00:00:00,25 days 00:00:00,4.296226552691004,4.2795142934588615,1.1413656230532978,Return [%],CANDLE_INTERVAL_DAY,
SBER,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,26.692332370869426,22837.502800000013,24850.302800000016,128.37502800000013,33.21534487706878,6.904417892535042,13.464446776178848,0.5127888287805676,0.8273199513034515,0.34510555027501794,-20.006684583985525,-3.859370702910988,915 days 00:00:00,98 days 00:00:00,40,52.5,16.902345543654462,-12.517367388646727,2.098540577225738,79 days 00:00:00,29 days 00:00:00,3.0414693027965796,2.261196839463427,2.4144576355143603,Return [%],CANDLE_INTERVAL_DAY,
SBER,4,31,71,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,29.25890279114533,44341.443859999985,48241.24385999999,343.41443859999987,33.21534487706878,12.795718194718987,15.109334682618686,0.8468750255058409,1.539864859149384,0.7073928133129234,-18.088561198117027,-3.783434598600118,819 days 00:00:00,71 days 00:00:00,40,55.00000000000001,31.152014428739918,-6.817664405936141,3.802516036019421,117 days 00:00:00,31 days 00:00:00,7.1090517649443985,4.070890095357167,3.5518920090363753,Return [%],CANDLE_INTERVAL_DAY,
TATN,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,26.72469374597034,12712.722940000005,17132.338140000003,27.127229400000054,144.69898411399743,1.9689916459093793,15.4082901138052,0.12778780976775891,0.20059184913983616,0.05988394193464004,-32.88012749826027,-6.259921610428605,1132 days 00:00:00,166 days 00:00:00,43,34.883720930232556,21.360705761060483,-9.903694914318828,0.5507651773138056,92 days 00:00:00,26 days 00:00:00,1.388765789705776,0.7854215237285065,0.49765595589999156,Return [%],CANDLE_INTERVAL_DAY,
TATN,7,34,46,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,27.9819471308833,26075.784859999996,28432.25785999999,160.75784859999996,144.69898411399743,8.09715302029257,16.891298089085776,0.47936831009598385,0.835301894716228,0.3607047446002032,-22.448146694791237,-4.096287174052658,1369 days 00:00:00,81 days 00:00:00,36,44.44444444444444,25.72773669307651,-6.411854008373686,2.7254523165558986,111 days 00:00:00,32 days 00:00:00,3.3536336901135244,3.0337218034327833,2.0611262481402357,Return [%],CANDLE_INTERVAL_DAY,
ALRS,9,26,52,2011-11-30 07:00:00+00:00,2022-12-13 07:00:00+00:00,4031 days 00:00:00,21.781489213639528,17475.79468,20136.204420000005,74.75794679999998,11.88644688644689,5.0164947294918605,15.138257777354022,0.3313786040158632,0.5287945476710608,0.2707756689307622,-18.52638661849114,-7.087777564489688,908 days 00:00:00,149 days 00:00:00,34,41.17647058823529,24.55708737563631,-6.115076464033731,1.6579639807610125,76 days 00:00:00,25 days 00:00:00,2.349683767689404,1.8719582812421933,1.4335431336142581,Return [%],CANDLE_INTERVAL_DAY,
ALRS,4,19,45,2011-11-30 07:00:00+00:00,2022-12-13 07:00:00+00:00,4031 days 00:00:00,25.78288100208768,29025.218339999985,38430.11841999999,190.25218339999986,11.88644688644689,9.793692722901138,17.407133085489246,0.562625256830216,0.9563520329212682,0.40018795299118437,-24.47273249906371,-5.16882060366939,547 days 00:00:00,96 days 00:00:00,50,46.0,35.471043435363,-11.318302991332763,2.1581258115321855,74 days 00:00:00,20 days 00:00:00,2.738766884819096,2.4985938125075884,1.4635402174448913,Return [%],CANDLE_INTERVAL_DAY,
FLOT,9,26,52,2020-10-07 07:00:00+00:00,2022-12-13 07:00:00+00:00,797 days 00:00:00,0.0,10000.0,10000.0,0.0,-61.4726368159204,0.0,0.0,nan,nan,nan,-0.0,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,Return [%],CANDLE_INTERVAL_DAY,
FLOT,4,26,66,2020-10-07 07:00:00+00:00,2022-12-13 07:00:00+00:00,797 days 00:00:00,0.37453183520599254,10098.949599999998,10216.6696,0.9894959999999811,-61.4726368159204,0.4657392642334335,1.6966560270602775,0.27450423468591906,0.5878483212162905,0.40420524825178805,-1.1522345794563127,-1.1522345794563127,565 days 00:00:00,565 days 00:00:00,1,100.0,0.9949632834439726,0.9949632834439726,0.9949632834439726,1 days 00:00:00,1 days 00:00:00,nan,0.9949632834439726,nan,Return [%],CANDLE_INTERVAL_DAY,
GMKN,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,15.481171548117153,14661.082000000002,15530.002000000002,46.61082000000002,117.89171308424,3.15190599366173,9.191653231773913,0.3429095848357454,0.5310190431800091,0.24057917755957184,-13.101325000918917,-3.842075565248588,1387 days 00:00:00,164 days 00:00:00,24,41.66666666666667,22.678689971650922,-4.044260472343897,1.878738990655049,118 days 00:00:00,27 days 00:00:00,2.8743454414361462,2.0968067449298373,1.3675623709870286,Return [%],CANDLE_INTERVAL_DAY,
GMKN,5,26,71,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,21.628580624396523,25402.614,27134.614,154.02614,117.89171308424,7.854568317447108,11.006772204864031,0.7136123262345773,1.1924161135101037,0.6454234747176286,-12.169635324905814,-2.930674521786064,959 days 00:00:00,72 days 00:00:00,30,63.33333333333333,21.732013979414933,-2.5218338577130295,3.847087925387016,124 days 00:00:00,31 days 00:00:00,8.851149290686125,4.0716423921385445,2.8614999157614807,Return [%],CANDLE_INTERVAL_DAY,
LKOH,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,29.964709656721205,12764.452999999994,18236.406999999996,27.64452999999994,163.02642610223606,1.9929039408332017,10.614671708659321,0.1877499366473496,0.27050217479237076,0.0628240213784555,-31.722005327036207,-4.830043776031163,1532 days 00:00:00,142 days 00:00:00,47,53.191489361702125,16.355981993128754,-20.89125905737759,0.6736471936986455,89 days 00:00:00,27 days 00:00:00,1.5149343027980784,0.8517719113311882,0.5519874333030227,Return [%],CANDLE_INTERVAL_DAY,
LKOH,7,30,73,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,33.58999037536093,24365.881999999998,25358.701999999997,143.65882,163.02642610223606,7.465772061394249,12.334526228420112,0.6052743269694693,0.9993752040689527,0.5591205534340447,-13.352705450623237,-4.111444301188646,414 days 00:00:00,74 days 00:00:00,44,63.63636363636363,14.780186216261427,-8.430265904971657,2.1568778377903275,118 days 00:00:00,32 days 00:00:00,3.3167194881672035,2.2765165873659785,3.0840574389822657,Return [%],CANDLE_INTERVAL_DAY,
TCSG,9,26,52,2019-10-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,1142 days 00:00:00,37.63020833333333,23255.961599999995,30692.04,132.55961599999995,114.4278606965174,31.907371935238913,37.78696072961337,0.8444016485886184,1.8996054590764802,1.3169607460448904,-24.228035673093107,-5.357276138711694,519 days 00:00:00,39 days 00:00:00,14,35.714285714285715,84.11309469120465,-22.305226680190117,6.4623771056455,119 days 00:00:00,28 days 00:00:00,3.7031164084760513,8.795593611232652,0.9636446819639141,Return [%],CANDLE_INTERVAL_DAY,
TCSG,14,17,46,2019-10-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,1142 days 00:00:00,29.036458333333332,31593.278800000007,31593.278800000007,215.93278800000007,114.4278606965174,45.85775036361035,35.581471591024936,1.2888098303156608,3.619968099868215,3.631499314819506,-12.627773376267204,-4.345562114212539,427 days 00:00:00,35 days 00:00:00,15,73.33333333333333,47.38115763308759,-1.4975828689441806,8.507039727689447,85 days 00:00:00,20 days 00:00:00,27.75478785582385,9.350301904680432,2.5711619360906037,Return [%],CANDLE_INTERVAL_DAY,
POLY,9,26,52,2013-06-20 07:00:00+00:00,2022-12-13 07:00:00+00:00,3463 days 00:00:00,19.58469055374593,42556.07996,45310.479960000004,325.5607996,33.12726880638319,16.02061134270807,21.382544402143097,0.7492378381827366,1.331980230317616,0.5168829610266681,-30.994659430999317,-5.724850551854516,837 days 00:00:00,103 days 00:00:00,21,71.42857142857143,55.12453354161242,-6.797974299335219,7.265756576209448,102 days 00:00:00,32 days 00:00:00,9.826900971240644,8.154309317225112,2.5523678119879967,Return [%],CANDLE_INTERVAL_DAY,
POLY,6,34,52,2013-06-20 07:00:00+00:00,2022-12-13 07:00:00+00:00,3463 days 00:00:00,22.76058631921824,55450.472299999994,59675.7723,454.50472299999996,33.12726880638319,19.214488644376893,23.59617802461757,0.8143051228182242,1.4880663400372733,0.7295051166168822,-26.3390731698841,-4.982863388705493,837 days 00:00:00,75 days 00:00:00,18,66.66666666666666,55.12453354161242,-11.605360707157109,10.110114042070828,120 days 00:00:00,43 days 00:00:00,8.893173162014826,11.295658377772638,3.0146149137445355,Return [%],CANDLE_INTERVAL_DAY,
PLZL,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,16.54861558274308,23179.270720000008,24868.270720000008,131.79270720000008,300.4498469121453,7.05864576529871,14.947155934472583,0.472240056653144,0.8585280504899071,0.3668287432960806,-19.242346447212356,-6.745116511202729,1419 days 00:00:00,221 days 00:00:00,27,51.85185185185185,36.38843426077467,-8.152334877831247,3.784455298471845,66 days 00:00:00,26 days 00:00:00,3.696526713298999,4.376011834555165,1.7936330168783978,Return [%],CANDLE_INTERVAL_DAY,
PLZL,5,34,49,2010-12-28 07:00:00+00:00,2022-12-13 07:00:00+00:00,4368 days 00:00:00,16.033483580167417,67353.71401999998,73629.71401999998,573.5371401999998,300.4498469121453,16.736776847607103,19.973139449217683,0.8379642514468428,1.9348752112438696,0.9867676733224945,-16.961213161000266,-4.948159862499353,839 days 00:00:00,82 days 00:00:00,24,58.333333333333336,57.74735627666892,-10.712640528536843,8.377565484872429,73 days 00:00:00,29 days 00:00:00,7.23652380200518,9.602888919865336,2.403839488729268,Return [%],CANDLE_INTERVAL_DAY,
VKCO,9,26,52,2020-07-02 07:00:00+00:00,2022-12-13 07:00:00+00:00,894 days 00:00:00,2.0249221183800623,8758.3832,10833.183200000001,-12.416167999999999,-72.07683073229292,-5.070749436646505,10.140498991895493,0.0,0.0,0.0,-19.152265420933723,-7.878223890846418,85 days 00:00:00,37 days 00:00:00,2,0.0,-3.4980507943469963,-9.6634317571753,-6.631617128804912,6 days 00:00:00,6 days 00:00:00,0.0,-6.580741275761149,-2.2533454903936505,Return [%],CANDLE_INTERVAL_DAY,
VKCO,13,20,45,2020-07-02 07:00:00+00:00,2022-12-13 07:00:00+00:00,894 days 00:00:00,4.672897196261682,11324.357600000001,11324.357600000001,13.243576000000012,-72.07683073229292,5.00297168674686,10.670083019141591,0.4688784218240646,0.6686243083575654,0.4271380342834784,-11.712774993543517,-6.908724652557413,104 days 00:00:00,56 days 00:00:00,4,100.0,7.481045604798098,0.2667562072117491,3.176230652248613,15 days 00:00:00,7 days 00:00:00,nan,3.212819204349704,2.0795863658927662,Return [%],CANDLE_INTERVAL_DAY,
USD000UTSTOM,9,26,52,2010-12-28 07:00:00+00:00,2022-12-13 04:00:00+00:00,4367 days 21:00:00,18.452380952380953,14724.589758399996,22375.5006584,47.245897583999955,108.43571383810632,3.2825121476145025,12.282873409073419,0.26724301702805914,0.4220497611155049,0.09599883423051528,-34.19325009439631,-4.719306547319548,963 days 00:00:00,153 days 00:00:00,30,33.33333333333333,63.70037395852466,-25.29155900216339,1.299104826240871,112 days 00:00:00,26 days 00:00:00,2.0065895933665048,2.014957664192425,0.47854562768498926,Return [%],CANDLE_INTERVAL_DAY,
USD000UTSTOM,5,17,45,2010-12-28 07:00:00+00:00,2022-12-13 04:00:00+00:00,4367 days 21:00:00,20.734126984126984,32644.28808340002,40382.32813840002,226.44288083400022,108.43571383810632,10.379438330775415,13.976982173986707,0.7426093989082372,1.4338810097303696,0.519922362524834,-19.963438926479416,-3.052733508558203,931 days 00:00:00,94 days 00:00:00,40,57.49999999999999,37.68292582760458,-3.317011441957607,3.0072577839839187,70 days 00:00:00,21 days 00:00:00,6.539458818815419,3.2565349437351556,2.7991807092527923,Return [%],CANDLE_INTERVAL_DAY,
TCSG,7,22,72,2021-12-27 07:00:00+00:00,2022-12-23 20:00:00+00:00,361 days 13:00:00,15.0,13532.963599999995,14641.675599999997,35.32963599999995,-57.753363823159006,39.303148227145776,26.903064759921534,1.4609171325973647,4.409434436486422,2.5071448144404185,-15.676457139919153,-2.0029130553896923,123 days 13:00:00,19 days 02:00:00,26,53.84615384615385,18.340933815068738,-5.171475231355471,1.2744174009860165,10 days 02:00:00,1 days 19:00:00,3.1592945896614886,1.3672703786882465,1.4244045512211516,Return [%],CANDLE_INTERVAL_HOUR,
TCSG,8,20,45,2021-12-27 07:00:00+00:00,2022-12-23 20:00:00+00:00,361 days 13:00:00,18.787878787878785,18509.254999999994,19348.941999999995,85.09254999999993,-57.753363823159006,96.32032844462508,48.396943971311565,1.9902150950217277,9.652644568387204,6.493357526772321,-14.833670877892258,-1.9723012193230316,157 days 00:00:00,9 days 15:00:00,24,66.66666666666666,29.46655708191459,-6.604485011123518,2.6414151850439715,9 days 16:00:00,2 days 11:00:00,4.979467465320828,2.8507775335905343,2.152826622785998,Return [%],CANDLE_INTERVAL_HOUR,
TCSG,9,23,46,2019-12-30 07:00:00+00:00,2022-12-23 20:00:00+00:00,1089 days 13:00:00,25.145283862315605,97012.94640000002,102088.28540000001,870.1294640000002,95.7539926289926,118.63931377255503,52.87026861681301,2.2439703235180297,15.029312678618238,11.974319013196276,-9.90781301565532,-1.751908979452405,90 days 00:00:00,7 days 17:00:00,112,53.57142857142857,30.442632323293118,-3.513674684934076,2.180113193467803,15 days 00:00:00,2 days 09:00:00,6.303759414232441,2.291552525027493,3.605878989982722,Return [%],CANDLE_INTERVAL_HOUR,
VTBR,5,28,56,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,20.73396493520636,16970.935909370004,17943.938557010013,69.70935909370004,-63.259548611111114,19.591177182938544,16.655213010465207,1.176278992687067,2.679938718106597,2.3870539887306417,-8.207261869831651,-1.9741799279249774,251 days 17:00:00,19 days 12:00:00,102,43.13725490196079,11.091876693393754,-3.0757530569017533,0.5198937502455481,8 days 04:00:00,2 days 00:00:00,2.373372004927746,0.5416718165023285,2.4497943787410987,Return [%],CANDLE_INTERVAL_HOUR,
GAZP,8,15,45,2021-04-26 14:00:00+00:00,2022-02-25 12:00:00+00:00,304 days 22:00:00,0.7662835249042145,10069.972800000001,10069.972800000001,0.6997280000000137,-25.24271844660194,1.6715275799160434,1.455865618911894,1.1481331506168364,5.417259520867328,8.392382362561094,-0.199172000000003,-0.199172000000003,2 days 14:00:00,2 days 14:00:00,1,100.0,0.7012344479398358,0.7012344479398358,0.7012344479398358,2 days 13:00:00,2 days 13:00:00,nan,0.7012344479398358,nan,Return [%],CANDLE_INTERVAL_HOUR,
SIBN,8,33,67,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,26.93795672732483,15668.76610000002,15865.101300000018,56.68766100000021,18.49347568208778,15.657346699772724,14.975269497083591,1.0455469067065515,1.974171106711556,1.4661012443239547,-10.679580800023537,-1.670642236303975,336 days 01:00:00,19 days 09:00:00,91,50.54945054945055,10.744568304643987,-2.3920299175544057,0.5037568429229644,12 days 06:00:00,3 days 00:00:00,2.190846351887729,0.5270660723715359,2.3331298006932895,Return [%],CANDLE_INTERVAL_HOUR,
CHMF,10,16,71,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,21.344450234497135,24774.063600000005,25758.606,147.74063600000005,-5.264279624893433,33.51229068563075,16.671391979991853,2.0101675208555156,6.6889299663993205,3.4377298144798414,-9.748378288624016,-1.24649850457,179 days 21:00:00,11 days 04:00:00,134,48.507462686567166,9.386205943092186,-2.11623747534303,0.7042281021320651,7 days 05:00:00,1 days 14:00:00,3.189914283242967,0.7256801038791032,3.64540198550516,Return [%],CANDLE_INTERVAL_HOUR,
ROSN,13,33,55,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,23.6140058357649,21446.16560000001,22817.653300000013,114.46165600000012,-23.88059701492537,27.515424789395393,17.773696238375518,1.548098066961802,3.8297204452364384,2.8754497627545432,-9.569085555171352,-1.6143494583892182,154 days 22:00:00,12 days 11:00:00,82,47.5609756097561,9.718053874619725,-3.426618713688634,0.9466432852286655,8 days 21:00:00,2 days 21:00:00,3.1077268517565373,0.9851382737691239,2.966291461814491,Return [%],CANDLE_INTERVAL_HOUR,
AFLT,5,25,72,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,12.586896987571098,16413.492679999996,17473.523040000007,64.13492679999996,-76.56340196267078,17.361723538913832,15.484295897958278,1.1212472077082374,2.8504805325102347,1.73535087641936,-10.004733783139685,-1.5125412105315854,454 days 02:00:00,23 days 06:00:00,84,46.42857142857143,25.864828078048706,-1.9020215121735906,0.5936417127920368,15 days 19:00:00,1 days 13:00:00,2.521577151445821,0.6490015526505413,1.6242361824417468,Return [%],CANDLE_INTERVAL_HOUR,
OZON,12,17,45,2020-11-24 15:00:00+00:00,2022-12-25 15:00:00+00:00,761 days 00:00:00,14.370822435338566,21543.57899999999,21897.44899999999,115.43578999999991,-50.62056737588653,42.232341289545474,31.71330632847223,1.3316915256997108,5.273876798882578,3.171974913576563,-13.314210370575207,-3.9087702618218456,338 days 05:00:00,31 days 03:00:00,75,42.66666666666667,23.07190846902405,-5.667213427929618,1.1172205276095193,5 days 23:00:00,1 days 08:00:00,2.9771336560403943,1.2056436396243666,2.3683317684985647,Return [%],CANDLE_INTERVAL_HOUR,
YNDX,5,31,48,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,23.24757837725237,24899.37920000001,25814.304399999994,148.99379200000013,-32.864920541495,33.77628231254792,20.609404518819975,1.63887715832373,4.70254861702707,4.3631277864378495,-7.7413002703098925,-1.425452845612977,138 days 03:00:00,10 days 16:00:00,101,43.56435643564357,18.4749938062984,-2.7745734956097223,1.0384701307600164,13 days 23:00:00,2 days 07:00:00,3.526455017046363,1.0955817572606183,2.796140227774848,Return [%],CANDLE_INTERVAL_HOUR,
SBER,5,21,49,2019-12-30 07:00:00+00:00,2022-12-25 15:00:00+00:00,1091 days 08:00:00,21.587830798082933,20426.44013999999,21238.585379999993,104.26440139999991,-45.142675209933536,25.551656921936218,17.30221694966108,1.4767851424055072,3.720131710004291,3.1534782618313457,-8.10269004584715,-1.0971122623566651,201 days 22:00:00,10 days 16:00:00,131,45.80152671755725,10.988331666166061,-3.1460121374815353,0.5527060995914601,7 days 17:00:00,1 days 14:00:00,2.641075582933568,0.5733913801800143,2.909890124330884,Return [%],CANDLE_INTERVAL_HOUR,
TATN,7,25,46,2020-01-03 07:00:00+00:00,2022-12-27 15:00:00+00:00,1089 days 08:00:00,18.575197889182057,16487.86679999999,17142.593399999987,64.87866799999989,-54.667012852135535,17.606606867380204,17.36689501411282,1.0138028043051213,2.4180230944439014,1.4674524847203778,-11.99807629255889,-2.0927787818505834,247 days 19:00:00,20 days 05:00:00,98,41.83673469387755,17.158000645972326,-3.990160449353619,0.5239271229042108,13 days 17:00:00,2 days 00:00:00,2.049652412417652,0.5656003480778848,1.8353708017163015,Return [%],CANDLE_INTERVAL_HOUR,
ALRS,12,29,57,2020-01-03 07:00:00+00:00,2022-12-27 16:00:00+00:00,1089 days 09:00:00,22.065874504898893,19558.162179999996,20702.75984,95.58162179999997,-30.31695534346648,23.8596812531495,17.609724313401966,1.354915092849635,3.322038749823687,2.970332826094431,-8.032662549981517,-1.3625087311089994,138 days 23:00:00,11 days 05:00:00,92,46.73913043478261,13.68150988191481,-2.9824719964011814,0.735303823007194,8 days 23:00:00,2 days 09:00:00,2.791732549648757,0.7665972747072277,2.808909953823681,Return [%],CANDLE_INTERVAL_HOUR,
FLOT,4,18,63,2020-10-07 07:00:00+00:00,2022-12-27 15:00:00+00:00,811 days 08:00:00,7.355050194632247,11614.05262,11854.010159999996,16.140526200000004,-59.273196430491346,7.17729324774512,11.876990957841302,0.604302324824673,1.4833349613524145,1.2040983423014473,-5.9607201468501625,-2.0998511045584367,258 days 16:00:00,51 days 09:00:00,40,42.5,8.731548349710572,-3.876457611093609,0.37590685483428476,4 days 21:00:00,1 days 09:00:00,1.9773108449193222,0.39857915636025726,1.108907498386354,Return [%],CANDLE_INTERVAL_HOUR,
GMKN,4,15,45,2020-01-03 07:00:00+00:00,2022-12-27 16:00:00+00:00,1089 days 09:00:00,0.0,10000.0,10000.0,0.0,-21.249354672173464,0.0,0.0,nan,nan,nan,-0.0,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,Return [%],CANDLE_INTERVAL_HOUR,
LKOH,12,15,45,2020-01-03 07:00:00+00:00,2022-12-27 17:00:00+00:00,1089 days 10:00:00,16.7065681274071,17807.771000000008,18199.865000000005,78.07771000000008,-35.23365986831541,20.154324484921872,14.05273078858991,1.4341927407651003,4.460441638474252,2.490771974619419,-8.091597581107912,-1.1493948033586925,301 days 20:00:00,14 days 21:00:00,112,45.535714285714285,15.42357845514244,-2.4623888526431936,0.5972342339032766,9 days 04:00:00,1 days 12:00:00,2.713636428449521,0.6291659225026786,2.5868480201783703,Return [%],CANDLE_INTERVAL_HOUR,
